fish, 0.71560031809593971
shark, 0.29780565710827844
skiff, 0.25796374769221325
boat, 0.12474176069326046
dolphin, 0.12370388833728489
harpoon, 0.11873234101863225
fisherman, 0.10450058285237164
sun, 0.098103042371304863
big, 0.095461199630934218
sardine, 0.094985872814905795
oar, 0.094725156108981315
sea, 0.093837692702987252
hook, 0.090584895408833771
bait, 0.085964571906930895
sail, 0.079162946035408854
aloud, 0.077981812270305997
cramp, 0.07704514153316086
coil, 0.075243910058303637
bow, 0.070378269527240439
shoulder, 0.070378269527240439
swim, 0.069760602162385901
jump, 0.069270802371461118
tail, 0.066189505673974941
circle, 0.066112919858922842
hit, 0.064613501595396389
slowly, 0.062864692439883504
maybe, 0.061306044803292922
stern, 0.058613755852774792
start, 0.055701294478789999
tiller, 0.054979505927682172
turtle, 0.054979505927682172
mast, 0.05485277692926209
breeze, 0.054347635558024771
fin, 0.05225029142618582
ocean, 0.049729999424142059
knife, 0.049017139141335202
slant, 0.047083142048042759
club, 0.046804705340368999
dream, 0.046789087362183596
jaw, 0.044238116902140245
lash, 0.043879411256595932
jerk, 0.041679068687951779
current, 0.041378249685819643
purple, 0.040954117172822872
steadily, 0.040732003491676883
surface, 0.040732003491676883
lean, 0.038388147014858424
today, 0.037890062443592526
alongside, 0.036653003951788117
swing, 0.036510220311017333
negro, 0.035830433361096967
steady, 0.0356488284664256
tire, 0.0356488284664256
meat, 0.034924829133268616
smell, 0.034924829133268616
wake, 0.034924829133268616
weight, 0.03412279734654082
steer, 0.033967272223765485
rope, 0.033485089037945233
beach, 0.03224739002498727
salt, 0.031642190936215016
chew, 0.030701632823903896
terrace, 0.030701632823903896
trouser, 0.030570545001388935
yellow, 0.030268185248832801
blue, 0.029857447678223216
havana, 0.029683085254658063
blade, 0.029252940837730623
sack, 0.029252940837730623
moon, 0.029208176248813864
tight, 0.029039705433138753
row, 0.028964673128970799
strain, 0.028964673128970799
luck, 0.027939863306614892
sky, 0.027939863306614892
badly, 0.027904240864954358
beat, 0.027724772844064414
doe, 0.027724772844064414
finger, 0.027724772844064414
cord, 0.027631469541513506
fathom, 0.027631469541513506
lion, 0.027631469541513506
stripe, 0.027173817779012385
gear, 0.025681713844386958
calm, 0.025611541364396986
cloud, 0.025611541364396986
road, 0.025592098009905612
gill, 0.024690174465338974
lucky, 0.024561306259123113
spur, 0.024561306259123113
huge, 0.024340146874011554
ca, 0.024115519119778068
coffee, 0.023978354667044233
scent, 0.023978354667044233
furl, 0.023746468203726449
phosphorescence, 0.023746468203726449
blood, 0.023459423175746813
male, 0.023402352670184499
patch, 0.023402352670184499
inside, 0.023283219422179077
sorry, 0.023283219422179077
hurricane, 0.022908127469867572
chop, 0.022734037466155519
blanket, 0.022586437559107917
harbour, 0.022586437559107917
weed, 0.022586437559107917
asleep, 0.022280517791515998
truly, 0.022280517791515998
school, 0.021906132186610399
filament, 0.021496978974351103
lavender, 0.021496978974351103
newspaper, 0.021491142976732724
star, 0.021326748341588014
dip, 0.021314093037372653
shiver, 0.020954897479961172
plank, 0.020477058586411436
gulf, 0.020380363334259289
glow, 0.020366001745838441
tomorrow, 0.02009626593314839
gently, 0.020052466012364399
pick, 0.020052466012364399
gunwale, 0.01975213957227118
ahead, 0.019532968605468052
slide, 0.019532968605468052
trail, 0.019532968605468052
reserve, 0.019194073507429212
spread, 0.019194073507429212
rig, 0.018945031221796263
stem, 0.018945031221796263
brace, 0.018649831407701073
shift, 0.018649831407701073
silver, 0.018626575537743262
sin, 0.018626575537743262
beer, 0.018420979694342334
lurch, 0.018326501975894059
rice, 0.018326501975894059
tension, 0.018326501975894059
buy, 0.0178244142332128
clean, 0.0178244142332128
leg, 0.0178244142332128
slow, 0.0178244142332128
speed, 0.0178244142332128
yes, 0.0178244142332128
anymore, 0.017809851152794837
backbone, 0.017809851152794837
dorsal, 0.017809851152794837
prism, 0.017809851152794837
alive, 0.01706139867327041
dry, 0.01706139867327041
pound, 0.01706139867327041
settle, 0.01706139867327041
thank, 0.01706139867327041
bottle, 0.017038102811808089
brain, 0.017038102811808089
wing, 0.017038102811808089
belly, 0.016983636111882743
lightly, 0.016298253595525353
forever, 0.016133169685077085
gut, 0.016122734230763328
tow, 0.016077012746518713
wire, 0.01598556977802949
brown, 0.015596362454061201
east, 0.015596362454061201
green, 0.015596362454061201
lift, 0.015596362454061201
push, 0.015596362454061201
sweat, 0.015350816411951948
drift, 0.015274501309378833
strip, 0.015274501309378833
edge, 0.014928723839111608
hang, 0.014928723839111608
roll, 0.014928723839111608
shut, 0.014928723839111608
skin, 0.014928723839111608
stick, 0.014928723839111608
astern, 0.014814104679203384
shrimp, 0.014814104679203384
mary, 0.014626470418865311
fee, 0.014604088124406932
butt, 0.014332173344438788
eastward, 0.014332173344438788
loop, 0.014332173344438788
september, 0.014332173344438788
wash, 0.013969931653307446
bleed, 0.013952120432477179
thumb, 0.013952120432477179
fillet, 0.013744876481920543
raw, 0.013586908889506193
drag, 0.0133683106749096
knee, 0.0133683106749096
project, 0.0133683106749096
sheet, 0.0133683106749096
borrow, 0.013321308148357906
flesh, 0.013321308148357906
hungry, 0.013321308148357906
league, 0.013321308148357906
movement, 0.013321308148357906
net, 0.013321308148357906
africa, 0.012906535748061668
bump, 0.012840856922193479
butcher, 0.012840856922193479
forearm, 0.012840856922193479
noose, 0.012840856922193479
panic, 0.012840856922193479
sheath, 0.012840856922193479
spat, 0.012840856922193479
swirl, 0.012840856922193479
tonight, 0.012840856922193479
faint, 0.012796049004952806
finally, 0.012796049004952806
